cancer_type	gene_symbol_label	n	total_count	freq	percentage	label_text	gene_symbol	pathway	highest_level	highest_level_label	order
MDLC	CDKN2A Del	2	56	0.0357142857142857	3.57142857142857	4	CDKN2A	CC	LEVEL_4	LEVEL_4	85
MFH	CDKN2A Del	12	59	0.203389830508475	20.3389830508475	20	CDKN2A	CC	LEVEL_4	LEVEL_4	85
NBL	CDKN2A Del	3	80	0.0375	3.75	4	CDKN2A	CC	LEVEL_4	LEVEL_4	85
PAAD	CDKN2A Del	85	384	0.221354166666667	22.1354166666667	22	CDKN2A	CC	LEVEL_4	LEVEL_4	85
PANET	CDKN2A Del	7	75	0.0933333333333333	9.33333333333333	9	CDKN2A	CC	LEVEL_4	LEVEL_4	85
PRAD	CDKN2A Del	13	698	0.0186246418338109	1.86246418338109	2	CDKN2A	CC	LEVEL_4	LEVEL_4	85
READ	CDKN2A Del	4	151	0.0264900662251656	2.64900662251656	3	CDKN2A	CC	LEVEL_4	LEVEL_4	85
SCLC	CDKN2A Del	3	82	0.0365853658536585	3.65853658536585	4	CDKN2A	CC	LEVEL_4	LEVEL_4	85
SKCM	CDKN2A Del	74	195	0.379487179487179	37.9487179487179	38	CDKN2A	CC	LEVEL_4	LEVEL_4	85
STAD	CDKN2A Del	7	151	0.0463576158940397	4.63576158940397	5	CDKN2A	CC	LEVEL_4	LEVEL_4	85
THPA	CDKN2A Del	5	93	0.0537634408602151	5.37634408602151	5	CDKN2A	CC	LEVEL_4	LEVEL_4	85
THPD	CDKN2A Del	5	60	0.0833333333333333	8.33333333333333	8	CDKN2A	CC	LEVEL_4	LEVEL_4	85
UEC	CDKN2A Del	3	95	0.0315789473684211	3.15789473684211	3	CDKN2A	CC	LEVEL_4	LEVEL_4	85
ULMS	CDKN2A Del	5	57	0.087719298245614	8.7719298245614	9	CDKN2A	CC	LEVEL_4	LEVEL_4	85
URCC	CDKN2A Del	4	54	0.0740740740740741	7.40740740740741	7	CDKN2A	CC	LEVEL_4	LEVEL_4	85
UTUC	CDKN2A Del	16	82	0.195121951219512	19.5121951219512	20	CDKN2A	CC	LEVEL_4	LEVEL_4	85
BLCA	KDM6A Del	95	312	0.304487179487179	30.4487179487179	30	KDM6A	EPI	LEVEL_4	LEVEL_4	89
UTUC	KDM6A Del	28	82	0.341463414634146	34.1463414634146	34	KDM6A	EPI	LEVEL_4	LEVEL_4	89
AASTR	PTEN Del	13	86	0.151162790697674	15.1162790697674	15	PTEN	PI3K	LEVEL_4	LEVEL_4	91
BLCA	PTEN Del	7	312	0.0224358974358974	2.24358974358974	2	PTEN	PI3K	LEVEL_4	LEVEL_4	91
BMGCT	PTEN Del	3	70	0.0428571428571429	4.28571428571429	4	PTEN	PI3K	LEVEL_4	LEVEL_4	91
CCRCC	PTEN Del	14	202	0.0693069306930693	6.93069306930693	7	PTEN	PI3K	LEVEL_4	LEVEL_4	91
CHOL	PTEN Del	1	57	0.0175438596491228	1.75438596491228	2	PTEN	PI3K	LEVEL_4	LEVEL_4	91
COAD	PTEN Del	64	724	0.0883977900552486	8.83977900552486	9	PTEN	PI3K	LEVEL_4	LEVEL_4	91
COADREAD	PTEN Del	3	90	0.0333333333333333	3.33333333333333	3	PTEN	PI3K	LEVEL_4	LEVEL_4	91
CSCC	PTEN Del	2	55	0.0363636363636364	3.63636363636364	4	PTEN	PI3K	LEVEL_4	LEVEL_4	91
CUP	PTEN Del	5	146	0.0342465753424658	3.42465753424658	3	PTEN	PI3K	LEVEL_4	LEVEL_4	91
ESCA	PTEN Del	1	112	0.00892857142857143	0.892857142857143	<1	PTEN	PI3K	LEVEL_4	LEVEL_4	91
GBM	PTEN Del	137	286	0.479020979020979	47.9020979020979	48	PTEN	PI3K	LEVEL_4	LEVEL_4	91
GIST	PTEN Del	7	137	0.0510948905109489	5.10948905109489	5	PTEN	PI3K	LEVEL_4	LEVEL_4	91
HCC	PTEN Del	4	85	0.0470588235294118	4.70588235294118	5	PTEN	PI3K	LEVEL_4	LEVEL_4	91
HGSOC	PTEN Del	7	133	0.0526315789473684	5.26315789473684	5	PTEN	PI3K	LEVEL_4	LEVEL_4	91
IDC	PTEN Del	81	927	0.087378640776699	8.7378640776699	9	PTEN	PI3K	LEVEL_4	LEVEL_4	91
IHCH	PTEN Del	1	115	0.00869565217391304	0.869565217391304	<1	PTEN	PI3K	LEVEL_4	LEVEL_4	91
ILC	PTEN Del	23	190	0.121052631578947	12.1052631578947	12	PTEN	PI3K	LEVEL_4	LEVEL_4	91
LUAD	PTEN Del	31	1357	0.0228445099484156	2.28445099484156	2	PTEN	PI3K	LEVEL_4	LEVEL_4	91
LUSC	PTEN Del	18	170	0.105882352941176	10.5882352941176	11	PTEN	PI3K	LEVEL_4	LEVEL_4	91
MCC	PTEN Del	4	63	0.0634920634920635	6.34920634920635	6	PTEN	PI3K	LEVEL_4	LEVEL_4	91
MDLC	PTEN Del	4	56	0.0714285714285714	7.14285714285714	7	PTEN	PI3K	LEVEL_4	LEVEL_4	91
MFH	PTEN Del	3	59	0.0508474576271186	5.08474576271187	5	PTEN	PI3K	LEVEL_4	LEVEL_4	91
PAAD	PTEN Del	2	384	0.00520833333333333	0.520833333333333	<1	PTEN	PI3K	LEVEL_4	LEVEL_4	91
PANET	PTEN Del	5	75	0.0666666666666667	6.66666666666667	7	PTEN	PI3K	LEVEL_4	LEVEL_4	91
PRAD	PTEN Del	123	698	0.17621776504298	17.621776504298	18	PTEN	PI3K	LEVEL_4	LEVEL_4	91
READ	PTEN Del	6	151	0.0397350993377483	3.97350993377483	4	PTEN	PI3K	LEVEL_4	LEVEL_4	91
SCLC	PTEN Del	10	82	0.121951219512195	12.1951219512195	12	PTEN	PI3K	LEVEL_4	LEVEL_4	91
SEM	PTEN Del	1	76	0.0131578947368421	1.31578947368421	1	PTEN	PI3K	LEVEL_4	LEVEL_4	91
SKCM	PTEN Del	27	195	0.138461538461538	13.8461538461538	14	PTEN	PI3K	LEVEL_4	LEVEL_4	91
STAD	PTEN Del	6	151	0.0397350993377483	3.97350993377483	4	PTEN	PI3K	LEVEL_4	LEVEL_4	91
THPA	PTEN Del	2	93	0.021505376344086	2.1505376344086	2	PTEN	PI3K	LEVEL_4	LEVEL_4	91
THPD	PTEN Del	10	60	0.166666666666667	16.6666666666667	17	PTEN	PI3K	LEVEL_4	LEVEL_4	91
UEC	PTEN Del	56	95	0.589473684210526	58.9473684210526	59	PTEN	PI3K	LEVEL_4	LEVEL_4	91
ULMS	PTEN Del	11	57	0.192982456140351	19.2982456140351	19	PTEN	PI3K	LEVEL_4	LEVEL_4	91
UTUC	PTEN Del	2	82	0.024390243902439	2.4390243902439	2	PTEN	PI3K	LEVEL_4	LEVEL_4	91
IDC	AKT1	44	927	0.0474649406688242	4.74649406688242	5	AKT1	PI3K	LEVEL_3A	LEVEL_3A	101
ILC	AKT1	7	190	0.0368421052631579	3.68421052631579	4	AKT1	PI3K	LEVEL_3A	LEVEL_3A	101
UEC	AKT1	9	95	0.0947368421052632	9.47368421052632	9	AKT1	PI3K	LEVEL_3A	LEVEL_3A	101
BLCA	AKT1	2	312	0.00641025641025641	0.641025641025641	<1	AKT1	PI3K	LEVEL_3B	LEVEL_3B	101
COAD	AKT1	8	724	0.0110497237569061	1.10497237569061	1	AKT1	PI3K	LEVEL_3B	LEVEL_3B	101
CUP	AKT1	4	146	0.0273972602739726	2.73972602739726	3	AKT1	PI3K	LEVEL_3B	LEVEL_3B	101
LUAD	AKT1	5	1357	0.00368459837877671	0.368459837877671	<1	AKT1	PI3K	LEVEL_3B	LEVEL_3B	101
LUSC	AKT1	1	170	0.00588235294117647	0.588235294117647	<1	AKT1	PI3K	LEVEL_3B	LEVEL_3B	101
PAAD	AKT1	1	384	0.00260416666666667	0.260416666666667	<1	AKT1	PI3K	LEVEL_3B	LEVEL_3B	101
PRAD	AKT1	3	698	0.00429799426934097	0.429799426934097	<1	AKT1	PI3K	LEVEL_3B	LEVEL_3B	101
STAD	AKT1	1	151	0.00662251655629139	0.662251655629139	<1	AKT1	PI3K	LEVEL_3B	LEVEL_3B	101
UTUC	AKT1	1	82	0.0121951219512195	1.21951219512195	1	AKT1	PI3K	LEVEL_3B	LEVEL_3B	101
BLCA	ERCC2 Del	26	312	0.0833333333333333	8.33333333333333	8	ERCC2	DDR	LEVEL_3A	LEVEL_3A	105
UTUC	ERCC2 Del	2	82	0.024390243902439	2.4390243902439	2	ERCC2	DDR	LEVEL_3A	LEVEL_3A	105
COAD	ERCC2 Del	1	724	0.00138121546961326	0.138121546961326	<1	ERCC2	DDR	LEVEL_3B	LEVEL_3B	105
CSCC	ERCC2 Del	1	55	0.0181818181818182	1.81818181818182	2	ERCC2	DDR	LEVEL_3B	LEVEL_3B	105
GBM	ERCC2 Del	4	286	0.013986013986014	1.3986013986014	1	ERCC2	DDR	LEVEL_3B	LEVEL_3B	105
HGSOC	ERCC2 Del	2	133	0.0150375939849624	1.50375939849624	2	ERCC2	DDR	LEVEL_3B	LEVEL_3B	105
IDC	ERCC2 Del	3	927	0.00323624595469256	0.323624595469256	<1	ERCC2	DDR	LEVEL_3B	LEVEL_3B	105
ILC	ERCC2 Del	1	190	0.00526315789473684	0.526315789473684	<1	ERCC2	DDR	LEVEL_3B	LEVEL_3B	105
LUAD	ERCC2 Del	2	1357	0.00147383935151069	0.147383935151069	<1	ERCC2	DDR	LEVEL_3B	LEVEL_3B	105
PAAD	ERCC2 Del	1	384	0.00260416666666667	0.260416666666667	<1	ERCC2	DDR	LEVEL_3B	LEVEL_3B	105
PRAD	ERCC2 Del	1	698	0.00143266475644699	0.143266475644699	<1	ERCC2	DDR	LEVEL_3B	LEVEL_3B	105
SKCM	ERCC2 Del	1	195	0.00512820512820513	0.512820512820513	<1	ERCC2	DDR	LEVEL_3B	LEVEL_3B	105
IDC	ESR1	75	927	0.0809061488673139	8.09061488673139	8	ESR1	XXX	LEVEL_3A	LEVEL_3A	107
ILC	ESR1	17	190	0.0894736842105263	8.94736842105263	9	ESR1	XXX	LEVEL_3A	LEVEL_3A	107
MDLC	ESR1	2	56	0.0357142857142857	3.57142857142857	4	ESR1	XXX	LEVEL_3A	LEVEL_3A	107
CUP	ESR1	1	146	0.00684931506849315	0.684931506849315	<1	ESR1	XXX	LEVEL_3B	LEVEL_3B	107
UEC	ESR1	7	95	0.0736842105263158	7.36842105263158	7	ESR1	XXX	LEVEL_3B	LEVEL_3B	107
LUSC	FGFR1 Amp	16	170	0.0941176470588235	9.41176470588235	9	FGFR1	RTK-RAS	LEVEL_3A	LEVEL_3A	109
ACYC	FGFR1 Amp	1	73	0.0136986301369863	1.36986301369863	1	FGFR1	RTK-RAS	LEVEL_3B	LEVEL_3B	109
BLCA	FGFR1 Amp	4	312	0.0128205128205128	1.28205128205128	1	FGFR1	RTK-RAS	LEVEL_3B	LEVEL_3B	109
CCRCC	FGFR1 Amp	1	202	0.00495049504950495	0.495049504950495	<1	FGFR1	RTK-RAS	LEVEL_3B	LEVEL_3B	109
COAD	FGFR1 Amp	12	724	0.0165745856353591	1.65745856353591	2	FGFR1	RTK-RAS	LEVEL_3B	LEVEL_3B	109
COADREAD	FGFR1 Amp	2	90	0.0222222222222222	2.22222222222222	2	FGFR1	RTK-RAS	LEVEL_3B	LEVEL_3B	109
ESCA	FGFR1 Amp	3	112	0.0267857142857143	2.67857142857143	3	FGFR1	RTK-RAS	LEVEL_3B	LEVEL_3B	109
GIST	FGFR1 Amp	1	137	0.0072992700729927	0.72992700729927	<1	FGFR1	RTK-RAS	LEVEL_3B	LEVEL_3B	109
HGSOC	FGFR1 Amp	2	133	0.0150375939849624	1.50375939849624	2	FGFR1	RTK-RAS	LEVEL_3B	LEVEL_3B	109
IDC	FGFR1 Amp	122	927	0.131607335490831	13.1607335490831	13	FGFR1	RTK-RAS	LEVEL_3B	LEVEL_3B	109
ILC	FGFR1 Amp	22	190	0.115789473684211	11.5789473684211	12	FGFR1	RTK-RAS	LEVEL_3B	LEVEL_3B	109
LUAD	FGFR1 Amp	11	1357	0.00810611643330877	0.810611643330877	<1	FGFR1	RTK-RAS	LEVEL_3B	LEVEL_3B	109
MDLC	FGFR1 Amp	4	56	0.0714285714285714	7.14285714285714	7	FGFR1	RTK-RAS	LEVEL_3B	LEVEL_3B	109
MFH	FGFR1 Amp	2	59	0.0338983050847458	3.38983050847458	3	FGFR1	RTK-RAS	LEVEL_3B	LEVEL_3B	109
PAAD	FGFR1 Amp	6	384	0.015625	1.5625	2	FGFR1	RTK-RAS	LEVEL_3B	LEVEL_3B	109
PRAD	FGFR1 Amp	8	698	0.0114613180515759	1.14613180515759	1	FGFR1	RTK-RAS	LEVEL_3B	LEVEL_3B	109
READ	FGFR1 Amp	3	151	0.0198675496688742	1.98675496688742	2	FGFR1	RTK-RAS	LEVEL_3B	LEVEL_3B	109
SCLC	FGFR1 Amp	2	82	0.024390243902439	2.4390243902439	2	FGFR1	RTK-RAS	LEVEL_3B	LEVEL_3B	109
SKCM	FGFR1 Amp	1	195	0.00512820512820513	0.512820512820513	<1	FGFR1	RTK-RAS	LEVEL_3B	LEVEL_3B	109
STAD	FGFR1 Amp	2	151	0.0132450331125828	1.32450331125828	1	FGFR1	RTK-RAS	LEVEL_3B	LEVEL_3B	109
UEC	FGFR1 Amp	1	95	0.0105263157894737	1.05263157894737	1	FGFR1	RTK-RAS	LEVEL_3B	LEVEL_3B	109
ULMS	FGFR1 Amp	1	57	0.0175438596491228	1.75438596491228	2	FGFR1	RTK-RAS	LEVEL_3B	LEVEL_3B	109
UTUC	FGFR1 Amp	1	82	0.0121951219512195	1.21951219512195	1	FGFR1	RTK-RAS	LEVEL_3B	LEVEL_3B	109
ACYC	HRAS	2	73	0.0273972602739726	2.73972602739726	3	HRAS	RTK-RAS	LEVEL_3B	LEVEL_3B	111
BLCA	HRAS	8	312	0.0256410256410256	2.56410256410256	3	HRAS	RTK-RAS	LEVEL_3B	LEVEL_3B	111
COAD	HRAS	2	724	0.00276243093922652	0.276243093922652	<1	HRAS	RTK-RAS	LEVEL_3B	LEVEL_3B	111
CSCC	HRAS	2	55	0.0363636363636364	3.63636363636364	4	HRAS	RTK-RAS	LEVEL_3B	LEVEL_3B	111
GBM	HRAS	1	286	0.0034965034965035	0.34965034965035	<1	HRAS	RTK-RAS	LEVEL_3B	LEVEL_3B	111
IDC	HRAS	2	927	0.00215749730312837	0.215749730312837	<1	HRAS	RTK-RAS	LEVEL_3B	LEVEL_3B	111
LUAD	HRAS	1	1357	0.000736919675755343	0.0736919675755343	<1	HRAS	RTK-RAS	LEVEL_3B	LEVEL_3B	111
MCC	HRAS	1	63	0.0158730158730159	1.58730158730159	2	HRAS	RTK-RAS	LEVEL_3B	LEVEL_3B	111
MFH	HRAS	1	59	0.0169491525423729	1.69491525423729	2	HRAS	RTK-RAS	LEVEL_3B	LEVEL_3B	111
NBL	HRAS	1	80	0.0125	1.25	1	HRAS	RTK-RAS	LEVEL_3B	LEVEL_3B	111
PRAD	HRAS	5	698	0.00716332378223496	0.716332378223496	<1	HRAS	RTK-RAS	LEVEL_3B	LEVEL_3B	111
SKCM	HRAS	5	195	0.0256410256410256	2.56410256410256	3	HRAS	RTK-RAS	LEVEL_3B	LEVEL_3B	111
STAD	HRAS	1	151	0.00662251655629139	0.662251655629139	<1	HRAS	RTK-RAS	LEVEL_3B	LEVEL_3B	111
THPD	HRAS	4	60	0.0666666666666667	6.66666666666667	7	HRAS	RTK-RAS	LEVEL_3B	LEVEL_3B	111
UTUC	HRAS	7	82	0.0853658536585366	8.53658536585366	9	HRAS	RTK-RAS	LEVEL_3B	LEVEL_3B	111
LUAD	MAP2K1	12	1357	0.00884303610906411	0.884303610906411	<1	MAP2K1	RTK-RAS	LEVEL_3A	LEVEL_3A	115
LUSC	MAP2K1	1	170	0.00588235294117647	0.588235294117647	<1	MAP2K1	RTK-RAS	LEVEL_3A	LEVEL_3A	115
SKCM	MAP2K1	14	195	0.0717948717948718	7.17948717948718	7	MAP2K1	RTK-RAS	LEVEL_3A	LEVEL_3A	115
COAD	MAP2K1	11	724	0.0151933701657459	1.51933701657459	2	MAP2K1	RTK-RAS	LEVEL_3B	LEVEL_3B	115
CUP	MAP2K1	1	146	0.00684931506849315	0.684931506849315	<1	MAP2K1	RTK-RAS	LEVEL_3B	LEVEL_3B	115
GBM	MAP2K1	3	286	0.0104895104895105	1.04895104895105	1	MAP2K1	RTK-RAS	LEVEL_3B	LEVEL_3B	115
IDC	MAP2K1	1	927	0.00107874865156419	0.107874865156419	<1	MAP2K1	RTK-RAS	LEVEL_3B	LEVEL_3B	115
IHCH	MAP2K1	2	115	0.0173913043478261	1.73913043478261	2	MAP2K1	RTK-RAS	LEVEL_3B	LEVEL_3B	115
PRAD	MAP2K1	1	698	0.00143266475644699	0.143266475644699	<1	MAP2K1	RTK-RAS	LEVEL_3B	LEVEL_3B	115
READ	MAP2K1	1	151	0.00662251655629139	0.662251655629139	<1	MAP2K1	RTK-RAS	LEVEL_3B	LEVEL_3B	115
STAD	MAP2K1	1	151	0.00662251655629139	0.662251655629139	<1	MAP2K1	RTK-RAS	LEVEL_3B	LEVEL_3B	115
UTUC	MAP2K1	2	82	0.024390243902439	2.4390243902439	2	MAP2K1	RTK-RAS	LEVEL_3B	LEVEL_3B	115
AASTR	MDM2 Amp	5	86	0.0581395348837209	5.81395348837209	6	MDM2	TP53	LEVEL_3B	LEVEL_3B	119
ACYC	MDM2 Amp	2	73	0.0273972602739726	2.73972602739726	3	MDM2	TP53	LEVEL_3B	LEVEL_3B	119
BLCA	MDM2 Amp	25	312	0.0801282051282051	8.01282051282051	8	MDM2	TP53	LEVEL_3B	LEVEL_3B	119
BMGCT	MDM2 Amp	3	70	0.0428571428571429	4.28571428571429	4	MDM2	TP53	LEVEL_3B	LEVEL_3B	119
CCRCC	MDM2 Amp	2	202	0.0099009900990099	0.99009900990099	<1	MDM2	TP53	LEVEL_3B	LEVEL_3B	119
CHOL	MDM2 Amp	3	57	0.0526315789473684	5.26315789473684	5	MDM2	TP53	LEVEL_3B	LEVEL_3B	119
COAD	MDM2 Amp	2	724	0.00276243093922652	0.276243093922652	<1	MDM2	TP53	LEVEL_3B	LEVEL_3B	119
CUP	MDM2 Amp	2	146	0.0136986301369863	1.36986301369863	1	MDM2	TP53	LEVEL_3B	LEVEL_3B	119
ESCA	MDM2 Amp	5	112	0.0446428571428571	4.46428571428571	4	MDM2	TP53	LEVEL_3B	LEVEL_3B	119
GBM	MDM2 Amp	28	286	0.0979020979020979	9.79020979020979	10	MDM2	TP53	LEVEL_3B	LEVEL_3B	119
GIST	MDM2 Amp	2	137	0.0145985401459854	1.45985401459854	1	MDM2	TP53	LEVEL_3B	LEVEL_3B	119
HGSOC	MDM2 Amp	1	133	0.0075187969924812	0.75187969924812	<1	MDM2	TP53	LEVEL_3B	LEVEL_3B	119
IDC	MDM2 Amp	44	927	0.0474649406688242	4.74649406688242	5	MDM2	TP53	LEVEL_3B	LEVEL_3B	119
IHCH	MDM2 Amp	5	115	0.0434782608695652	4.34782608695652	4	MDM2	TP53	LEVEL_3B	LEVEL_3B	119
ILC	MDM2 Amp	7	190	0.0368421052631579	3.68421052631579	4	MDM2	TP53	LEVEL_3B	LEVEL_3B	119
LUAD	MDM2 Amp	84	1357	0.0619012527634488	6.19012527634488	6	MDM2	TP53	LEVEL_3B	LEVEL_3B	119
LUSC	MDM2 Amp	3	170	0.0176470588235294	1.76470588235294	2	MDM2	TP53	LEVEL_3B	LEVEL_3B	119
MDLC	MDM2 Amp	1	56	0.0178571428571429	1.78571428571429	2	MDM2	TP53	LEVEL_3B	LEVEL_3B	119
MFH	MDM2 Amp	2	59	0.0338983050847458	3.38983050847458	3	MDM2	TP53	LEVEL_3B	LEVEL_3B	119
NBL	MDM2 Amp	2	80	0.025	2.5	2	MDM2	TP53	LEVEL_3B	LEVEL_3B	119
PAAD	MDM2 Amp	5	384	0.0130208333333333	1.30208333333333	1	MDM2	TP53	LEVEL_3B	LEVEL_3B	119
PRAD	MDM2 Amp	5	698	0.00716332378223496	0.716332378223496	<1	MDM2	TP53	LEVEL_3B	LEVEL_3B	119
SEM	MDM2 Amp	3	76	0.0394736842105263	3.94736842105263	4	MDM2	TP53	LEVEL_3B	LEVEL_3B	119
SKCM	MDM2 Amp	1	195	0.00512820512820513	0.512820512820513	<1	MDM2	TP53	LEVEL_3B	LEVEL_3B	119
STAD	MDM2 Amp	4	151	0.0264900662251656	2.64900662251656	3	MDM2	TP53	LEVEL_3B	LEVEL_3B	119
ULMS	MDM2 Amp	3	57	0.0526315789473684	5.26315789473684	5	MDM2	TP53	LEVEL_3B	LEVEL_3B	119
UTUC	MDM2 Amp	8	82	0.0975609756097561	9.75609756097561	10	MDM2	TP53	LEVEL_3B	LEVEL_3B	119
BLCA	MTOR	1	312	0.00320512820512821	0.32051282051282	<1	MTOR	PI3K	LEVEL_3A	LEVEL_3A	121
CCRCC	MTOR	2	202	0.0099009900990099	0.99009900990099	<1	MTOR	PI3K	LEVEL_3A	LEVEL_3A	121
LUAD	MTOR	2	1357	0.00147383935151069	0.147383935151069	<1	MTOR	PI3K	LEVEL_3B	LEVEL_3B	121
THPA	MTOR	1	93	0.010752688172043	1.0752688172043	1	MTOR	PI3K	LEVEL_3B	LEVEL_3B	121
UEC	MTOR	1	95	0.0105263157894737	1.05263157894737	1	MTOR	PI3K	LEVEL_3B	LEVEL_3B	121
ACYC	MTOR	2	73	0.0273972602739726	2.73972602739726	3	MTOR	PI3K	LEVEL_4	LEVEL_4	121
BMGCT	MTOR	1	70	0.0142857142857143	1.42857142857143	1	MTOR	PI3K	LEVEL_4	LEVEL_4	121
COAD	MTOR	10	724	0.0138121546961326	1.38121546961326	1	MTOR	PI3K	LEVEL_4	LEVEL_4	121
COADREAD	MTOR	1	90	0.0111111111111111	1.11111111111111	1	MTOR	PI3K	LEVEL_4	LEVEL_4	121
GBM	MTOR	1	286	0.0034965034965035	0.34965034965035	<1	MTOR	PI3K	LEVEL_4	LEVEL_4	121
GIST	MTOR	2	137	0.0145985401459854	1.45985401459854	1	MTOR	PI3K	LEVEL_4	LEVEL_4	121
IDC	MTOR	1	927	0.00107874865156419	0.107874865156419	<1	MTOR	PI3K	LEVEL_4	LEVEL_4	121
ILC	MTOR	1	190	0.00526315789473684	0.526315789473684	<1	MTOR	PI3K	LEVEL_4	LEVEL_4	121
PRAD	MTOR	1	698	0.00143266475644699	0.143266475644699	<1	MTOR	PI3K	LEVEL_4	LEVEL_4	121
READ	MTOR	2	151	0.0132450331125828	1.32450331125828	1	MTOR	PI3K	LEVEL_4	LEVEL_4	121
SCLC	MTOR	1	82	0.0121951219512195	1.21951219512195	1	MTOR	PI3K	LEVEL_4	LEVEL_4	121
SEM	MTOR	1	76	0.0131578947368421	1.31578947368421	1	MTOR	PI3K	LEVEL_4	LEVEL_4	121
URCC	MTOR	3	54	0.0555555555555556	5.55555555555556	6	MTOR	PI3K	LEVEL_4	LEVEL_4	121
UTUC	MTOR	1	82	0.0121951219512195	1.21951219512195	1	MTOR	PI3K	LEVEL_4	LEVEL_4	121
SKCM	NRAS	60	195	0.307692307692308	30.7692307692308	31	NRAS	RTK-RAS	LEVEL_3A	LEVEL_3A	123
THPA	NRAS	9	93	0.0967741935483871	9.67741935483871	10	NRAS	RTK-RAS	LEVEL_3A	LEVEL_3A	123
THPD	NRAS	18	60	0.3	30	30	NRAS	RTK-RAS	LEVEL_3A	LEVEL_3A	123
ACYC	NRAS	1	73	0.0136986301369863	1.36986301369863	1	NRAS	RTK-RAS	LEVEL_3B	LEVEL_3B	123
BLCA	NRAS	2	312	0.00641025641025641	0.641025641025641	<1	NRAS	RTK-RAS	LEVEL_3B	LEVEL_3B	123
BMGCT	NRAS	1	70	0.0142857142857143	1.42857142857143	1	NRAS	RTK-RAS	LEVEL_3B	LEVEL_3B	123
CHOL	NRAS	2	57	0.0350877192982456	3.50877192982456	4	NRAS	RTK-RAS	LEVEL_3B	LEVEL_3B	123
COAD	NRAS	25	724	0.0345303867403315	3.45303867403315	3	NRAS	RTK-RAS	LEVEL_3B	LEVEL_3B	123
COADREAD	NRAS	5	90	0.0555555555555556	5.55555555555556	6	NRAS	RTK-RAS	LEVEL_3B	LEVEL_3B	123
CSCC	NRAS	1	55	0.0181818181818182	1.81818181818182	2	NRAS	RTK-RAS	LEVEL_3B	LEVEL_3B	123
CUP	NRAS	4	146	0.0273972602739726	2.73972602739726	3	NRAS	RTK-RAS	LEVEL_3B	LEVEL_3B	123
ESCA	NRAS	1	112	0.00892857142857143	0.892857142857143	<1	NRAS	RTK-RAS	LEVEL_3B	LEVEL_3B	123
GBM	NRAS	2	286	0.00699300699300699	0.699300699300699	<1	NRAS	RTK-RAS	LEVEL_3B	LEVEL_3B	123
IHCH	NRAS	5	115	0.0434782608695652	4.34782608695652	4	NRAS	RTK-RAS	LEVEL_3B	LEVEL_3B	123
LUAD	NRAS	14	1357	0.0103168754605748	1.03168754605748	1	NRAS	RTK-RAS	LEVEL_3B	LEVEL_3B	123
MFH	NRAS	2	59	0.0338983050847458	3.38983050847458	3	NRAS	RTK-RAS	LEVEL_3B	LEVEL_3B	123
PANET	NRAS	1	75	0.0133333333333333	1.33333333333333	1	NRAS	RTK-RAS	LEVEL_3B	LEVEL_3B	123
READ	NRAS	7	151	0.0463576158940397	4.63576158940397	5	NRAS	RTK-RAS	LEVEL_3B	LEVEL_3B	123
SEM	NRAS	6	76	0.0789473684210526	7.89473684210526	8	NRAS	RTK-RAS	LEVEL_3B	LEVEL_3B	123
UEC	NRAS	1	95	0.0105263157894737	1.05263157894737	1	NRAS	RTK-RAS	LEVEL_3B	LEVEL_3B	123
UTUC	NRAS	2	82	0.024390243902439	2.4390243902439	2	NRAS	RTK-RAS	LEVEL_3B	LEVEL_3B	123
CSCC	PTCH1 Del	3	55	0.0545454545454545	5.45454545454545	5	PTCH1	XXX	LEVEL_3A	LEVEL_3A	125
COAD	PTCH1 Del	20	724	0.0276243093922652	2.76243093922652	3	PTCH1	XXX	LEVEL_3B	LEVEL_3B	125
COADREAD	PTCH1 Del	1	90	0.0111111111111111	1.11111111111111	1	PTCH1	XXX	LEVEL_3B	LEVEL_3B	125
CUP	PTCH1 Del	3	146	0.0205479452054795	2.05479452054794	2	PTCH1	XXX	LEVEL_3B	LEVEL_3B	125
GBM	PTCH1 Del	3	286	0.0104895104895105	1.04895104895105	1	PTCH1	XXX	LEVEL_3B	LEVEL_3B	125
HGSOC	PTCH1 Del	2	133	0.0150375939849624	1.50375939849624	2	PTCH1	XXX	LEVEL_3B	LEVEL_3B	125
IDC	PTCH1 Del	1	927	0.00107874865156419	0.107874865156419	<1	PTCH1	XXX	LEVEL_3B	LEVEL_3B	125
LUAD	PTCH1 Del	1	1357	0.000736919675755343	0.0736919675755343	<1	PTCH1	XXX	LEVEL_3B	LEVEL_3B	125
LUSC	PTCH1 Del	2	170	0.0117647058823529	1.17647058823529	1	PTCH1	XXX	LEVEL_3B	LEVEL_3B	125
PRAD	PTCH1 Del	2	698	0.00286532951289398	0.286532951289398	<1	PTCH1	XXX	LEVEL_3B	LEVEL_3B	125
READ	PTCH1 Del	2	151	0.0132450331125828	1.32450331125828	1	PTCH1	XXX	LEVEL_3B	LEVEL_3B	125
SKCM	PTCH1 Del	2	195	0.0102564102564103	1.02564102564103	1	PTCH1	XXX	LEVEL_3B	LEVEL_3B	125
STAD	PTCH1 Del	2	151	0.0132450331125828	1.32450331125828	1	PTCH1	XXX	LEVEL_3B	LEVEL_3B	125
UEC	PTCH1 Del	6	95	0.0631578947368421	6.31578947368421	6	PTCH1	XXX	LEVEL_3B	LEVEL_3B	125
